brand,model,year,price,mileage,fuel_type,transmission
Volkswagen,Tiguan,2009,6063,216808,Diesel,Automatic
BMW,3 Series,2001,6670,271492,Electric,Automatic
BMW,5 Series,2017,14938,23058,Electric,Automatic
Toyota,Corolla,2015,9656,292193,Electric,Manual
Mercedes,C-Class,2020,9299,100045,Petrol,Manual
Toyota,Corolla,2018,9883,230823,Petrol,Automatic
Ford,Fiesta,2020,13032,123389,Hybrid,Automatic
Kia,Sportage,2020,12556,87168,Diesel,Automatic
Honda,CR-V,2016,7021,253949,Diesel,Manual
Ford,Focus,2001,6735,88202,Diesel,Semi-Automatic
Volkswagen,Golf,2010,10905,89735,Hybrid,Semi-Automatic
Chevrolet,Malibu,2015,9086,190674,Petrol,Semi-Automatic
Honda,Civic,2007,8292,45399,Diesel,Manual
Kia,Sportage,2015,9738,118075,Diesel,Manual
BMW,5 Series,2023,10540,212962,Electric,Semi-Automatic
Volkswagen,Passat,2000,9235,158249,Electric,Automatic
BMW,3 Series,2008,5539,268020,Petrol,Semi-Automatic
Toyota,Corolla,2015,11548,102552,Electric,Manual
Honda,CR-V,2004,10771,96421,Electric,Automatic
Honda,Civic,2018,9657,227142,Hybrid,Automatic
Honda,Civic,2007,8102,84889,Electric,Semi-Automatic
Volkswagen,Tiguan,2023,13231,193427,Diesel,Automatic
Hyundai,Sonata,2020,15692,15353,Hybrid,Automatic
Honda,CR-V,2022,13298,95078,Diesel,Automatic
Volkswagen,Golf,2003,8853,92303,Petrol,Automatic
Ford,Explorer,2011,6043,122843,Diesel,Manual
Volkswagen,Passat,2006,6137,203140,Hybrid,Semi-Automatic
Audi,Q5,2019,7819,299007,Hybrid,Automatic
Honda,Civic,2000,7279,71037,Hybrid,Semi-Automatic
Hyundai,Tucson,2017,9693,190312,Diesel,Semi-Automatic
Kia,Sportage,2003,6030,138463,Diesel,Automatic
Volkswagen,Tiguan,2011,11615,49206,Hybrid,Manual
BMW,5 Series,2009,8292,115364,Electric,Semi-Automatic
Toyota,RAV4,2021,9375,291239,Diesel,Automatic
Mercedes,E-Class,2015,5789,260513,Diesel,Semi-Automatic
Toyota,Corolla,2016,8773,191330,Diesel,Semi-Automatic
Volkswagen,Tiguan,2019,13034,133300,Electric,Manual
Honda,Accord,2020,13674,51251,Hybrid,Semi-Automatic
BMW,X5,2021,11135,48231,Petrol,Semi-Automatic
Chevrolet,Impala,2013,9763,196832,Electric,Automatic
Hyundai,Elantra,2023,14309,49540,Petrol,Semi-Automatic
Chevrolet,Malibu,2014,13041,47950,Electric,Automatic
Audi,Q5,2014,7556,237177,Petrol,Semi-Automatic
Volkswagen,Tiguan,2011,6588,285572,Petrol,Semi-Automatic
Ford,Focus,2017,7523,263823,Petrol,Semi-Automatic
Volkswagen,Tiguan,2020,11208,134572,Petrol,Automatic
Ford,Explorer,2019,10804,234754,Electric,Manual
BMW,3 Series,2019,10022,248880,Electric,Manual
Ford,Explorer,2010,7971,36425,Petrol,Manual
Kia,Optima,2001,6806,189692,Electric,Semi-Automatic
Toyota,Corolla,2001,9045,107723,Electric,Semi-Automatic
Kia,Rio,2023,10850,177464,Petrol,Manual
Audi,A4,2011,8104,104757,Petrol,Manual
Kia,Sportage,2017,13130,108462,Electric,Automatic
Hyundai,Sonata,2022,15733,28342,Hybrid,Automatic
Volkswagen,Golf,2016,9820,218978,Hybrid,Automatic
BMW,5 Series,2018,11061,216924,Electric,Manual
Ford,Fiesta,2014,10365,136710,Electric,Semi-Automatic
Hyundai,Elantra,2005,9889,45510,Hybrid,Automatic
Mercedes,GLA,2002,6022,248863,Diesel,Automatic
BMW,5 Series,2022,11555,112224,Petrol,Automatic
BMW,3 Series,2012,7417,269110,Hybrid,Semi-Automatic
Kia,Rio,2006,8068,71600,Hybrid,Automatic
Mercedes,C-Class,2020,11058,167084,Electric,Manual
Hyundai,Elantra,2018,9304,209783,Hybrid,Manual
Honda,CR-V,2000,7544,122782,Electric,Automatic
Volkswagen,Passat,2018,14101,44918,Electric,Manual
BMW,X5,2011,10513,59350,Hybrid,Semi-Automatic
Toyota,Camry,2005,9002,124854,Petrol,Automatic
Ford,Explorer,2017,12714,174286,Electric,Semi-Automatic
Audi,A4,2009,10401,119948,Petrol,Automatic
Audi,A4,2000,6629,63543,Petrol,Semi-Automatic
BMW,5 Series,2005,7020,123959,Diesel,Semi-Automatic
Mercedes,GLA,2020,10911,119413,Diesel,Automatic
Mercedes,GLA,2002,12231,28405,Electric,Automatic
Audi,Q5,2010,12018,19071,Diesel,Automatic
Chevrolet,Equinox,2017,9070,96482,Petrol,Semi-Automatic
Honda,Civic,2015,8751,207427,Electric,Semi-Automatic
Chevrolet,Impala,2023,13768,41573,Petrol,Automatic
Chevrolet,Equinox,2003,8797,100141,Hybrid,Automatic
Chevrolet,Equinox,2012,6528,128584,Diesel,Semi-Automatic
Ford,Explorer,2003,5418,299066,Diesel,Automatic
Mercedes,E-Class,2004,5161,141943,Diesel,Automatic
Volkswagen,Passat,2015,9025,263711,Petrol,Automatic
Audi,A4,2010,7360,281978,Hybrid,Automatic
Honda,CR-V,2002,5312,159351,Electric,Manual
BMW,3 Series,2011,7629,178509,Hybrid,Manual
Hyundai,Sonata,2004,8957,17140,Petrol,Manual
Audi,A4,2017,7697,280103,Petrol,Automatic
Toyota,Camry,2012,12340,97971,Hybrid,Automatic
Audi,A3,2010,10679,226022,Electric,Automatic
Toyota,Corolla,2004,7633,88330,Petrol,Automatic
Mercedes,GLA,2012,9379,251019,Electric,Semi-Automatic
Kia,Rio,2021,10489,115527,Hybrid,Manual
BMW,5 Series,2020,15396,65158,Hybrid,Automatic
Honda,Civic,2011,9276,136182,Petrol,Semi-Automatic
Audi,A4,2018,10373,171346,Hybrid,Manual
BMW,3 Series,2011,12176,31189,Petrol,Automatic
Toyota,RAV4,2019,11430,98479,Diesel,Manual
Ford,Focus,2010,7510,214493,Electric,Automatic
Honda,Accord,2023,11233,238324,Petrol,Manual
Audi,A4,2022,11768,226584,Hybrid,Semi-Automatic
Volkswagen,Tiguan,2017,9635,233248,Hybrid,Automatic
Audi,A3,2007,9129,213520,Electric,Automatic
Audi,Q5,2019,7080,280967,Diesel,Automatic
Ford,Fiesta,2006,8569,51538,Hybrid,Manual
Chevrolet,Malibu,2001,7896,70195,Petrol,Manual
Mercedes,C-Class,2015,11210,139468,Hybrid,Semi-Automatic
Chevrolet,Impala,2005,8849,42542,Hybrid,Semi-Automatic
Hyundai,Tucson,2020,9559,192030,Hybrid,Semi-Automatic
Toyota,Corolla,2023,15018,19096,Hybrid,Semi-Automatic
Ford,Explorer,2012,9021,18936,Diesel,Semi-Automatic
Honda,Civic,2009,5444,182780,Petrol,Manual
Ford,Focus,2019,13072,141392,Diesel,Automatic
BMW,X5,2009,8588,65564,Petrol,Manual
Honda,CR-V,2017,10289,125535,Electric,Semi-Automatic
BMW,3 Series,2004,5988,215571,Electric,Manual
Hyundai,Tucson,2021,11452,217374,Diesel,Automatic
Hyundai,Tucson,2004,8335,173201,Hybrid,Automatic
Honda,Civic,2019,9834,158300,Diesel,Manual
Chevrolet,Malibu,2022,14154,117267,Hybrid,Semi-Automatic
Chevrolet,Impala,2014,8162,181881,Petrol,Automatic
Toyota,Corolla,2017,11872,46400,Electric,Semi-Automatic
Ford,Fiesta,2005,7292,125377,Petrol,Manual
BMW,3 Series,2018,11658,142084,Diesel,Manual
Mercedes,E-Class,2014,8088,95579,Petrol,Manual
Kia,Rio,2004,9120,68962,Diesel,Automatic
Volkswagen,Golf,2010,5889,265548,Hybrid,Semi-Automatic
Kia,Sportage,2015,10370,161451,Hybrid,Semi-Automatic
Toyota,Corolla,2014,8228,173573,Electric,Semi-Automatic
Mercedes,C-Class,2020,8031,258410,Petrol,Automatic
Mercedes,E-Class,2018,12330,68474,Electric,Manual
Kia,Sportage,2012,10132,113357,Electric,Semi-Automatic
Honda,Civic,2022,9536,118189,Petrol,Semi-Automatic
Kia,Sportage,2005,11057,52129,Electric,Automatic
Kia,Optima,2020,12875,1213,Petrol,Automatic
Toyota,RAV4,2007,8230,193478,Hybrid,Semi-Automatic
Chevrolet,Equinox,2007,6909,109544,Diesel,Manual
Volkswagen,Golf,2022,12394,145259,Diesel,Manual
Hyundai,Tucson,2022,10266,86670,Diesel,Semi-Automatic
Honda,CR-V,2022,14682,90870,Electric,Manual
Chevrolet,Equinox,2010,9739,88040,Electric,Semi-Automatic
Volkswagen,Passat,2007,5751,272439,Electric,Manual
BMW,5 Series,2018,10221,193942,Diesel,Manual
Honda,Civic,2008,10686,140691,Hybrid,Automatic
BMW,5 Series,2023,10663,151802,Diesel,Semi-Automatic
Audi,Q5,2012,11057,47107,Hybrid,Semi-Automatic
Chevrolet,Equinox,2015,9175,116244,Diesel,Semi-Automatic
Toyota,Corolla,2013,6726,248675,Electric,Semi-Automatic
Chevrolet,Malibu,2023,11478,206061,Hybrid,Manual
Toyota,Corolla,2020,9896,200179,Hybrid,Semi-Automatic
BMW,X5,2001,7202,124896,Hybrid,Automatic
Honda,Civic,2011,12106,34683,Hybrid,Semi-Automatic
BMW,5 Series,2008,8369,211540,Petrol,Automatic
Mercedes,C-Class,2020,9497,245144,Petrol,Semi-Automatic
Honda,CR-V,2006,7971,126424,Electric,Semi-Automatic
Chevrolet,Impala,2016,9490,80455,Hybrid,Manual
Honda,CR-V,2020,8567,231642,Electric,Manual
Kia,Sportage,2004,10320,93978,Electric,Automatic
Hyundai,Sonata,2012,9016,74195,Hybrid,Manual
Hyundai,Sonata,2012,10073,211305,Electric,Automatic
Ford,Fiesta,2018,11396,5196,Petrol,Manual
Audi,Q5,2016,10670,181485,Hybrid,Semi-Automatic
BMW,X5,2019,10025,238714,Hybrid,Manual
Toyota,Camry,2012,11147,22645,Diesel,Manual
Audi,Q5,2012,8713,89321,Petrol,Automatic
BMW,X5,2014,11115,174202,Hybrid,Automatic
Toyota,RAV4,2023,12863,131850,Electric,Automatic
Ford,Explorer,2014,8859,172033,Diesel,Automatic
Hyundai,Elantra,2014,12587,115640,Electric,Automatic
Mercedes,C-Class,2013,6062,286873,Diesel,Semi-Automatic
Toyota,Corolla,2016,9167,276633,Electric,Semi-Automatic
Kia,Rio,2016,9508,104572,Hybrid,Manual
Hyundai,Elantra,2019,7678,241090,Petrol,Automatic
Kia,Rio,2018,13165,36711,Diesel,Manual
Volkswagen,Golf,2010,7001,249910,Electric,Manual
Hyundai,Tucson,2015,6552,257380,Petrol,Manual
Honda,Accord,2000,5613,69339,Diesel,Automatic
Audi,A3,2008,8545,217728,Hybrid,Automatic
BMW,3 Series,2019,13591,110440,Electric,Semi-Automatic
Volkswagen,Tiguan,2023,8925,253722,Diesel,Automatic
Volkswagen,Golf,2006,10302,84861,Diesel,Automatic
Honda,CR-V,2019,9217,159120,Petrol,Automatic
Hyundai,Elantra,2012,12368,1565,Diesel,Semi-Automatic
Audi,A3,2012,9871,156438,Electric,Semi-Automatic
BMW,3 Series,2020,12574,156278,Hybrid,Automatic
Volkswagen,Golf,2022,13744,137767,Electric,Automatic
Ford,Fiesta,2015,10693,160346,Electric,Semi-Automatic
Chevrolet,Equinox,2021,12340,52952,Petrol,Automatic
BMW,5 Series,2023,12968,46588,Petrol,Manual
BMW,5 Series,2022,15367,51622,Diesel,Automatic
Chevrolet,Impala,2017,12965,106704,Electric,Semi-Automatic
Mercedes,E-Class,2011,7931,78434,Hybrid,Semi-Automatic
Ford,Fiesta,2006,6000,239992,Hybrid,Semi-Automatic
Audi,A3,2017,9351,122433,Diesel,Manual
Kia,Sportage,2005,7548,2587,Diesel,Manual
Honda,CR-V,2005,11231,38437,Electric,Manual
Chevrolet,Impala,2014,10344,102784,Petrol,Semi-Automatic
Volkswagen,Passat,2006,6384,195789,Diesel,Automatic
Kia,Sportage,2016,11104,99794,Diesel,Manual
Kia,Rio,2013,6636,143174,Diesel,Semi-Automatic
Chevrolet,Malibu,2014,13287,30639,Diesel,Automatic
Hyundai,Sonata,2011,10559,132009,Electric,Automatic
Audi,A4,2011,9792,155375,Electric,Manual
Ford,Explorer,2004,6604,189756,Petrol,Automatic
Toyota,Corolla,2010,8018,149067,Diesel,Semi-Automatic
Ford,Explorer,2021,7092,250370,Diesel,Manual
Toyota,Corolla,2021,8713,279321,Hybrid,Automatic
BMW,X5,2010,8609,189540,Electric,Manual
Hyundai,Tucson,2006,6446,102680,Hybrid,Semi-Automatic
Hyundai,Elantra,2015,9481,215906,Petrol,Automatic
Hyundai,Tucson,2012,10215,159236,Hybrid,Manual
Mercedes,C-Class,2021,10905,94705,Diesel,Manual
Hyundai,Sonata,2018,8898,245073,Electric,Semi-Automatic
Audi,Q5,2020,10323,188803,Diesel,Automatic
Chevrolet,Equinox,2002,7434,23277,Hybrid,Manual
Ford,Fiesta,2017,12616,9177,Hybrid,Automatic
Mercedes,E-Class,2005,7837,133103,Diesel,Manual
Audi,A4,2018,11757,107147,Petrol,Automatic
Kia,Sportage,2000,8073,21303,Diesel,Manual
BMW,3 Series,2020,12044,132791,Petrol,Semi-Automatic
Kia,Optima,2003,6952,192356,Electric,Manual
Mercedes,GLA,2004,8639,123019,Hybrid,Manual
Honda,CR-V,2017,8843,132831,Hybrid,Manual
Honda,Accord,2008,8535,73222,Petrol,Semi-Automatic
Toyota,RAV4,2013,6738,288094,Hybrid,Semi-Automatic
Audi,A3,2015,11585,115707,Hybrid,Semi-Automatic
BMW,X5,2013,9658,147066,Electric,Semi-Automatic
Toyota,Corolla,2020,11248,107566,Diesel,Semi-Automatic
Kia,Optima,2006,6311,154437,Petrol,Manual
Volkswagen,Passat,2018,6704,234775,Petrol,Manual
Honda,Civic,2013,10082,205900,Diesel,Automatic
BMW,5 Series,2000,5512,269373,Electric,Semi-Automatic
Chevrolet,Equinox,2002,6012,204351,Diesel,Automatic
Honda,Accord,2016,9379,181002,Hybrid,Manual
Chevrolet,Equinox,2020,9617,94143,Petrol,Manual
Hyundai,Elantra,2012,6843,152845,Diesel,Semi-Automatic
Hyundai,Elantra,2016,7438,258070,Petrol,Manual
Hyundai,Elantra,2023,13901,84915,Petrol,Manual
Mercedes,C-Class,2002,6354,292289,Electric,Automatic
Ford,Focus,2020,11567,226627,Hybrid,Automatic
Volkswagen,Tiguan,2020,12120,13991,Diesel,Manual
Kia,Optima,2011,7878,81075,Diesel,Semi-Automatic
Chevrolet,Malibu,2006,10463,1828,Petrol,Manual
BMW,5 Series,2018,12092,220377,Electric,Automatic
Audi,Q5,2013,8223,168817,Diesel,Manual
Kia,Rio,2022,10195,275218,Electric,Manual
Hyundai,Sonata,2019,14154,122264,Hybrid,Automatic
Hyundai,Tucson,2002,5745,252722,Electric,Semi-Automatic
Toyota,RAV4,2022,11784,35772,Petrol,Semi-Automatic
Volkswagen,Passat,2012,10566,31683,Diesel,Semi-Automatic
Audi,A4,2015,15181,75917,Electric,Automatic
Audi,A3,2015,6593,295350,Diesel,Automatic
Ford,Explorer,2013,11469,31523,Electric,Manual
Volkswagen,Passat,2019,8987,105616,Petrol,Manual
Volkswagen,Tiguan,2016,5254,282282,Petrol,Manual
Chevrolet,Impala,2009,8492,195365,Diesel,Automatic
Hyundai,Elantra,2023,11718,199087,Petrol,Automatic
BMW,X5,2006,11442,12893,Petrol,Automatic
Audi,Q5,2020,11557,32116,Petrol,Manual
Ford,Explorer,2004,11022,33860,Electric,Automatic
Chevrolet,Impala,2011,7325,108748,Hybrid,Semi-Automatic
Kia,Optima,2023,15090,50457,Diesel,Automatic
Ford,Focus,2013,9507,74605,Petrol,Manual
Volkswagen,Tiguan,2001,8436,38154,Electric,Automatic
Toyota,RAV4,2019,11653,142336,Diesel,Manual
Hyundai,Tucson,2015,11114,34257,Petrol,Automatic
Volkswagen,Tiguan,2023,10313,254344,Hybrid,Automatic
Ford,Focus,2011,9585,175723,Hybrid,Manual
Toyota,RAV4,2006,8716,114178,Hybrid,Semi-Automatic
Toyota,Corolla,2022,12297,140127,Petrol,Manual
Ford,Focus,2013,7158,272064,Hybrid,Automatic
Volkswagen,Golf,2018,14694,20269,Electric,Manual
Toyota,Camry,2012,13313,9334,Electric,Semi-Automatic
Toyota,RAV4,2006,5912,229372,Petrol,Semi-Automatic
Hyundai,Sonata,2007,7731,168409,Hybrid,Semi-Automatic
Hyundai,Elantra,2023,12485,185737,Electric,Manual
Chevrolet,Impala,2019,8217,294137,Electric,Manual
Honda,Civic,2019,9890,110457,Hybrid,Semi-Automatic
Toyota,RAV4,2013,5430,293472,Electric,Manual
Hyundai,Elantra,2015,7328,183600,Diesel,Semi-Automatic
Volkswagen,Passat,2001,5293,165301,Diesel,Semi-Automatic
Chevrolet,Equinox,2019,13124,143752,Electric,Manual
Kia,Sportage,2007,10204,134772,Electric,Semi-Automatic
Chevrolet,Impala,2022,14514,109284,Electric,Automatic
Audi,A4,2015,7019,209035,Hybrid,Manual
Toyota,Corolla,2014,14788,25556,Electric,Manual
Toyota,RAV4,2016,7997,265121,Diesel,Semi-Automatic
Chevrolet,Malibu,2021,13818,159076,Electric,Automatic
Hyundai,Elantra,2000,5640,182989,Electric,Semi-Automatic
Chevrolet,Malibu,2013,10237,123113,Hybrid,Manual
Audi,A4,2008,8192,100395,Diesel,Automatic
BMW,X5,2015,8039,203048,Electric,Manual
Hyundai,Sonata,2000,6694,35261,Petrol,Automatic
Ford,Fiesta,2001,6347,67635,Diesel,Semi-Automatic
Audi,Q5,2010,10093,180328,Electric,Automatic
Toyota,Corolla,2014,10986,45675,Diesel,Semi-Automatic
Chevrolet,Impala,2009,12011,29401,Electric,Manual
Audi,A4,2004,7555,77212,Hybrid,Manual
Kia,Optima,2017,9885,75720,Diesel,Manual
Chevrolet,Malibu,2007,8866,71671,Hybrid,Semi-Automatic
Hyundai,Tucson,2008,10422,78887,Electric,Manual
Chevrolet,Equinox,2009,6153,192340,Electric,Semi-Automatic
Ford,Focus,2018,14054,152256,Electric,Automatic
Volkswagen,Golf,2009,10106,74681,Hybrid,Automatic
Kia,Rio,2005,6180,185991,Diesel,Manual
Toyota,Corolla,2001,8914,44251,Electric,Automatic
Kia,Optima,2016,12642,47895,Hybrid,Manual
Toyota,Corolla,2019,8817,259113,Diesel,Automatic
Hyundai,Elantra,2020,13148,32555,Diesel,Semi-Automatic
Ford,Fiesta,2016,9943,67824,Petrol,Semi-Automatic
Audi,A4,2023,10904,164751,Diesel,Manual
Mercedes,C-Class,2018,7345,237726,Diesel,Semi-Automatic
Toyota,RAV4,2012,8145,52702,Diesel,Manual
Toyota,Camry,2019,14980,45977,Electric,Automatic
Honda,Accord,2020,10721,178945,Diesel,Manual
Kia,Sportage,2005,6568,171558,Hybrid,Automatic
Mercedes,E-Class,2020,11059,252022,Petrol,Automatic
Toyota,RAV4,2013,8555,127245,Diesel,Automatic
Volkswagen,Golf,2004,7982,15859,Petrol,Manual
Honda,CR-V,2004,6468,141571,Petrol,Automatic
Mercedes,E-Class,2009,6130,133496,Petrol,Semi-Automatic
Ford,Focus,2019,10561,86948,Diesel,Automatic
Honda,Accord,2017,10593,130322,Petrol,Semi-Automatic
Toyota,RAV4,2005,6080,35966,Petrol,Manual
Honda,Civic,2009,8559,87042,Electric,Manual
Kia,Rio,2015,5871,191414,Petrol,Manual
Hyundai,Elantra,2016,14441,22926,Hybrid,Automatic
Volkswagen,Golf,2005,6889,215539,Hybrid,Semi-Automatic
Mercedes,C-Class,2023,15357,102120,Electric,Automatic
Volkswagen,Passat,2014,11216,104158,Petrol,Automatic
Mercedes,E-Class,2023,10488,125565,Hybrid,Manual
Volkswagen,Tiguan,2020,11390,115468,Hybrid,Manual
Kia,Optima,2009,5651,272444,Diesel,Manual
BMW,3 Series,2017,13499,80026,Hybrid,Manual
Ford,Focus,2015,8172,296388,Hybrid,Semi-Automatic
Chevrolet,Malibu,2018,13245,42708,Hybrid,Automatic
Audi,A3,2021,12581,195923,Hybrid,Automatic
Toyota,Corolla,2015,6917,139145,Diesel,Semi-Automatic
Ford,Focus,2023,14570,151476,Hybrid,Automatic
Chevrolet,Impala,2012,12274,21286,Electric,Automatic
Hyundai,Tucson,2010,9123,43830,Hybrid,Manual
Audi,A3,2020,10917,199111,Hybrid,Automatic
BMW,3 Series,2018,9558,277051,Hybrid,Automatic
Honda,CR-V,2015,13816,34163,Hybrid,Manual
Mercedes,GLA,2020,13123,18840,Diesel,Manual
Chevrolet,Impala,2022,8832,173372,Petrol,Manual
BMW,5 Series,2013,6414,189275,Petrol,Semi-Automatic
Kia,Sportage,2017,9579,186020,Electric,Semi-Automatic
Audi,Q5,2002,9644,67800,Electric,Semi-Automatic
Chevrolet,Malibu,2020,9877,246105,Diesel,Semi-Automatic
Volkswagen,Passat,2001,8808,74584,Electric,Automatic
BMW,3 Series,2009,8959,22008,Diesel,Semi-Automatic
Kia,Optima,2016,10023,113841,Hybrid,Semi-Automatic
Kia,Rio,2022,11791,220438,Petrol,Automatic
Mercedes,GLA,2001,5647,17635,Petrol,Semi-Automatic
Mercedes,C-Class,2011,6255,192210,Hybrid,Semi-Automatic
Hyundai,Tucson,2012,7944,212772,Petrol,Manual
Mercedes,GLA,2005,8263,16802,Hybrid,Manual
Kia,Sportage,2019,8223,243809,Petrol,Semi-Automatic
Kia,Optima,2023,9807,239634,Petrol,Semi-Automatic
Kia,Rio,2004,7956,32171,Electric,Semi-Automatic
Toyota,RAV4,2009,7682,5854,Petrol,Semi-Automatic
Volkswagen,Golf,2004,5255,112247,Hybrid,Semi-Automatic
Toyota,Corolla,2015,8589,285532,Electric,Manual
Chevrolet,Impala,2011,6471,286407,Electric,Manual
Honda,Accord,2007,7618,244059,Electric,Semi-Automatic
Mercedes,C-Class,2012,12821,23912,Electric,Semi-Automatic
Toyota,Corolla,2015,15108,89572,Electric,Automatic
Hyundai,Elantra,2014,10531,68443,Diesel,Automatic
Volkswagen,Passat,2015,10993,135336,Petrol,Automatic
Hyundai,Tucson,2013,7960,296964,Electric,Semi-Automatic
Toyota,Camry,2002,5061,211939,Petrol,Manual
Honda,CR-V,2016,11455,52223,Hybrid,Manual
Toyota,Camry,2022,12952,52377,Diesel,Automatic
Toyota,RAV4,2003,5265,191705,Hybrid,Automatic
Audi,A4,2017,9107,254631,Petrol,Automatic
Ford,Focus,2009,7964,106773,Hybrid,Semi-Automatic
Toyota,Corolla,2022,11767,96622,Diesel,Manual
Toyota,Corolla,2022,9652,207352,Electric,Manual
Audi,Q5,2023,15194,160297,Hybrid,Automatic
Mercedes,GLA,2016,9997,165104,Electric,Semi-Automatic
Volkswagen,Tiguan,2020,16334,68269,Electric,Automatic
Audi,A4,2012,14164,21795,Electric,Manual
Audi,A4,2020,8753,207306,Hybrid,Semi-Automatic
BMW,X5,2020,15112,44392,Electric,Semi-Automatic
Volkswagen,Tiguan,2015,10396,60169,Diesel,Manual
Audi,Q5,2005,9460,26960,Petrol,Manual
Honda,Accord,2023,15682,65889,Diesel,Automatic
Toyota,RAV4,2006,5714,169281,Electric,Semi-Automatic
Volkswagen,Tiguan,2014,10692,45361,Hybrid,Semi-Automatic
Hyundai,Tucson,2006,5835,238219,Diesel,Manual
Audi,Q5,2008,9015,69232,Petrol,Manual
Honda,Civic,2004,5714,204272,Hybrid,Automatic
BMW,3 Series,2004,7189,190504,Electric,Automatic
Hyundai,Tucson,2023,10095,165233,Diesel,Manual
Kia,Rio,2020,13835,28207,Hybrid,Automatic
BMW,5 Series,2015,9661,46948,Diesel,Manual
Mercedes,GLA,2000,6710,169471,Hybrid,Automatic
Volkswagen,Golf,2006,9362,11898,Electric,Semi-Automatic
Kia,Rio,2016,8893,195310,Electric,Manual
Mercedes,GLA,2005,10866,106697,Electric,Automatic
BMW,3 Series,2016,5440,282955,Diesel,Manual
Honda,Civic,2006,10628,28584,Hybrid,Semi-Automatic
Hyundai,Elantra,2010,7491,175448,Hybrid,Automatic
BMW,3 Series,2018,8908,224572,Petrol,Automatic
Kia,Optima,2009,12256,2178,Electric,Manual
Hyundai,Elantra,2003,8439,183050,Electric,Automatic
Toyota,Corolla,2014,13503,74835,Electric,Semi-Automatic
Mercedes,GLA,2010,10924,53775,Hybrid,Automatic
Honda,Civic,2009,5654,287293,Diesel,Automatic
Audi,A3,2015,10553,87318,Hybrid,Semi-Automatic
Audi,Q5,2023,11816,9186,Diesel,Semi-Automatic
Audi,A4,2004,5079,276047,Diesel,Automatic
Hyundai,Elantra,2017,8217,269121,Electric,Semi-Automatic
Volkswagen,Golf,2005,7107,164618,Hybrid,Semi-Automatic
Mercedes,E-Class,2006,8052,117365,Diesel,Manual
Mercedes,GLA,2015,11583,90840,Electric,Semi-Automatic
Audi,A4,2019,5763,251842,Diesel,Semi-Automatic
Audi,A3,2012,11978,61091,Electric,Manual
Hyundai,Tucson,2012,9038,143095,Hybrid,Semi-Automatic
Toyota,RAV4,2007,12403,19822,Electric,Semi-Automatic
Honda,Accord,2019,11116,264195,Electric,Manual
Kia,Sportage,2002,6797,55132,Petrol,Automatic
Ford,Explorer,2015,5232,278368,Diesel,Manual
Ford,Explorer,2020,18017,19112,Electric,Automatic
Ford,Fiesta,2017,12661,126925,Electric,Automatic
Toyota,Camry,2017,8604,214761,Hybrid,Semi-Automatic
Toyota,Camry,2016,7018,194057,Petrol,Semi-Automatic
Kia,Sportage,2010,13168,86587,Electric,Automatic
Chevrolet,Impala,2010,7731,143446,Hybrid,Semi-Automatic
Hyundai,Tucson,2015,12167,41604,Hybrid,Manual
Mercedes,C-Class,2014,11833,118322,Petrol,Automatic
Hyundai,Sonata,2003,6909,49535,Diesel,Semi-Automatic
Kia,Optima,2002,8185,120745,Hybrid,Automatic
Audi,A4,2012,6795,115240,Diesel,Semi-Automatic
Volkswagen,Tiguan,2008,6183,260803,Hybrid,Automatic
Chevrolet,Equinox,2017,9109,94503,Diesel,Semi-Automatic
Hyundai,Tucson,2010,6190,265499,Petrol,Automatic
Volkswagen,Tiguan,2023,14710,79464,Hybrid,Automatic
Hyundai,Elantra,2006,6958,237087,Electric,Semi-Automatic
Toyota,RAV4,2009,7603,209820,Hybrid,Automatic
Kia,Optima,2000,5115,184243,Electric,Automatic
Honda,Civic,2019,10368,206570,Electric,Semi-Automatic
Toyota,Camry,2004,9004,74760,Petrol,Automatic
Honda,CR-V,2008,6923,223833,Electric,Manual
Ford,Fiesta,2013,6862,201867,Diesel,Semi-Automatic
Toyota,Corolla,2017,6344,292791,Hybrid,Semi-Automatic
BMW,5 Series,2022,12676,271186,Electric,Automatic
Honda,Civic,2022,6483,295822,Diesel,Manual
Ford,Focus,2019,10794,50277,Petrol,Manual
Kia,Optima,2000,5764,136758,Diesel,Automatic
Mercedes,E-Class,2023,12248,142580,Diesel,Automatic
